iter	Passed	Remaining
1669	26052	5148
1670	26066	5132
1671	26083	5116
1672	26097	5100
1673	26111	5085
1674	26128	5069
1675	26140	5053
1676	26157	5038
1677	26170	5021
1678	26183	5005
1679	26198	4990
1680	26215	4974
1681	26230	4959
1682	26242	4942
1683	26257	4927
1684	26271	4911
1685	26287	4895
1686	26304	4880
1687	26319	4864
1688	26337	4849
1689	26349	4833
1690	26367	4818
1691	26386	4803
1692	26400	4787
1693	26417	4772
1694	26432	4756
1695	26444	4740
1696	26458	4724
1697	26472	4708
1698	26486	4692
1699	26498	4676
1700	26514	4660
1701	26530	4645
1702	26544	4629
1703	26557	4613
1704	26571	4597
1705	26585	4581
1706	26596	4565
1707	26609	4549
1708	26628	4534
1709	26641	4518
1710	26654	4502
1711	26667	4486
1712	26684	4470
1713	26699	4455
1714	26713	4439
1715	26727	4423
1716	26745	4408
1717	26758	4392
1718	26770	4376
1719	26789	4361
1720	26802	4345
1721	26817	4329
1722	26834	4314
1723	26849	4298
1724	26862	4282
1725	26880	4267
1726	26896	4251
1727	26913	4236
1728	26934	4221
1729	26948	4205
1730	26961	4189
1731	26979	4174
1732	26994	4159
1733	27010	4143
1734	27026	4127
1735	27039	4111
1736	27053	4096
1737	27071	4080
1738	27085	4065
1739	27104	4050
1740	27123	4035
1741	27139	4019
1742	27155	4004
1743	27169	3988
1744	27183	3972
1745	27203	3957
1746	27218	3941
1747	27236	3926
1748	27253	3911
1749	27267	3895
1750	27280	3879
1751	27293	3863
1752	27310	3848
1753	27326	3832
1754	27340	3816
1755	27356	3801
1756	27372	3785
1757	27387	3769
1758	27400	3754
1759	27412	3738
1760	27430	3722
1761	27448	3707
1762	27463	3691
1763	27478	3676
1764	27493	3660
1765	27507	3644
1766	27524	3629
1767	27540	3613
1768	27553	3598
1769	27567	3582
1770	27581	3566
1771	27597	3550
1772	27608	3534
1773	27621	3518
1774	27639	3503
1775	27653	3487
1776	27666	3471
1777	27680	3456
1778	27697	3440
1779	27712	3425
1780	27725	3409
1781	27744	3394
1782	27757	3378
1783	27774	3362
1784	27793	3347
1785	27810	3332
1786	27823	3316
1787	27841	3301
1788	27854	3285
1789	27868	3269
1790	27883	3253
1791	27898	3238
1792	27911	3222
1793	27926	3206
1794	27941	3191
1795	27961	3175
1796	27976	3160
1797	27989	3144
1798	28002	3128
1799	28019	3113
1800	28032	3097
1801	28048	3081
1802	28062	3066
1803	28077	3050
1804	28094	3035
1805	28113	3019
1806	28130	3004
1807	28146	2989
1808	28162	2973
1809	28177	2957
1810	28190	2942
1811	28202	2926
1812	28215	2910
1813	28230	2894
1814	28243	2878
1815	28257	2863
1816	28271	2847
1817	28284	2831
1818	28297	2815
1819	28311	2800
1820	28326	2784
1821	28340	2768
1822	28355	2753
1823	28369	2737
1824	28385	2721
1825	28400	2706
1826	28414	2690
1827	28428	2674
1828	28443	2659
1829	28455	2643
1830	28472	2627
1831	28487	2612
1832	28501	2596
1833	28516	2581
1834	28533	2565
1835	28548	2550
1836	28563	2534
1837	28577	2518
1838	28591	2503
1839	28606	2487
1840	28620	2471
1841	28637	2456
1842	28653	2440
1843	28668	2425
1844	28682	2409
1845	28696	2393
1846	28713	2378
1847	28727	2362
1848	28741	2347
1849	28755	2331
1850	28769	2315
1851	28783	2300
1852	28797	2284
1853	28809	2268
1854	28823	2253
1855	28840	2237
1856	28853	2221
1857	28868	2206
1858	28884	2190
1859	28897	2175
1860	28911	2159
1861	28927	2143
1862	28943	2128
1863	28959	2112
1864	28975	2097
1865	28989	2081
1866	29006	2066
1867	29024	2050
1868	29038	2035
1869	29053	2019
1870	29071	2004
1871	29087	1988
1872	29103	1973
1873	29118	1957
1874	29134	1942
1875	29152	1926
1876	29169	1911
1877	29185	1895
1878	29203	1880
1879	29218	1865
1880	29233	1849
1881	29247	1833
1882	29263	1818
1883	29278	1802
1884	29295	1787
1885	29310	1771
1886	29324	1756
1887	29339	1740
1888	29354	1724
1889	29368	1709
1890	29383	1693
1891	29395	1677
1892	29410	1662
1893	29426	1646
1894	29441	1631
1895	29454	1615
1896	29469	1600
1897	29483	1584
1898	29498	1568
1899	29513	1553
1900	29528	1537
1901	29544	1522
1902	29558	1506
1903	29576	1491
1904	29592	1475
1905	29606	1460
1906	29622	1444
1907	29638	1429
1908	29656	1413
1909	29672	1398
1910	29690	1382
1911	29706	1367
1912	29725	1351
1913	29742	1336
1914	29757	1320
1915	29774	1305
1916	29793	1289
1917	29809	1274
1918	29825	1258
1919	29840	1243
1920	29856	1227
1921	29871	1212
1922	29887	1196
1923	29904	1181
1924	29921	1165
1925	29938	1150
1926	29955	1134
1927	29972	1119
1928	29988	1103
1929	30005	1088
1930	30021	1072
1931	30040	1057
1932	30057	1041
1933	30071	1026
1934	30089	1010
1935	30105	995
1936	30119	979
1937	30133	964
1938	30148	948
1939	30165	932
1940	30182	917
1941	30199	901
1942	30215	886
1943	30232	870
1944	30248	855
1945	30260	839
1946	30275	824
1947	30291	808
1948	30304	792
1949	30318	777
1950	30331	761
1951	30347	746
1952	30361	730
1953	30376	715
1954	30389	699
1955	30402	683
1956	30418	668
1957	30430	652
1958	30445	637
1959	30458	621
1960	30471	606
1961	30485	590
1962	30500	574
1963	30516	559
1964	30530	543
1965	30543	528
1966	30557	512
1967	30570	497
1968	30584	481
1969	30596	465
1970	30613	450
1971	30626	434
1972	30641	419
1973	30656	403
1974	30667	388
1975	30681	372
1976	30694	357
1977	30707	341
1978	30722	326
1979	30736	310
1980	30750	294
1981	30764	279
1982	30776	263
1983	30787	248
1984	30801	232
1985	30816	217
1986	30828	201
1987	30843	186
1988	30857	170
1989	30871	155
1990	30888	139
1991	30901	124
1992	30916	108
1993	30932	93
1994	30945	77
1995	30959	62
1996	30975	46
1997	30990	31
1998	31006	15
1999	31021	0
