iter	MultiClass
1507	0.02992545207
1508	0.02990622397
1509	0.02984757169
1510	0.02983025702
1511	0.02979917878
1512	0.02975292066
1513	0.02970167824
1514	0.02968550412
1515	0.02963975812
1516	0.02957338835
1517	0.02955598551
1518	0.02954247894
1519	0.02951598731
1520	0.02949133407
1521	0.02945734066
1522	0.02942460224
1523	0.02938163071
1524	0.02936271589
1525	0.02932116068
1526	0.02930121035
1527	0.02927664528
1528	0.02923847234
1529	0.02922307673
1530	0.02917381714
1531	0.02915122553
1532	0.02911146745
1533	0.02904814227
1534	0.02897958706
1535	0.02894668731
1536	0.02893450888
1537	0.02889732455
1538	0.02886847865
1539	0.02885674106
1540	0.02881561919
1541	0.0287958602
1542	0.02876181802
1543	0.02872359256
1544	0.02870512983
1545	0.02867375707
1546	0.02865336403
1547	0.02863384516
1548	0.02858698862
1549	0.02854924714
1550	0.02852188696
1551	0.02848923108
1552	0.02846758868
1553	0.02843099526
1554	0.02841662201
1555	0.02839457817
1556	0.02836487122
1557	0.02833597467
1558	0.02828939952
1559	0.02827279957
1560	0.02825698188
1561	0.02822827104
1562	0.02820344146
1563	0.02818177092
1564	0.02816060125
1565	0.028145442
1566	0.02809720667
1567	0.02807577625
1568	0.02805889679
1569	0.02804149207
1570	0.02803007715
1571	0.02799377449
1572	0.02797458579
1573	0.02794171793
1574	0.02788280302
1575	0.02785500763
1576	0.02784444812
1577	0.02780686234
1578	0.0277747486
1579	0.02775373838
1580	0.02773800135
1581	0.02771406658
1582	0.02766299112
1583	0.02764868166
1584	0.02759082665
1585	0.02756453574
1586	0.02753179919
1587	0.02746324773
1588	0.02744618255
1589	0.0274292168
1590	0.02740589171
1591	0.02738418365
1592	0.02732599097
1593	0.02729162613
1594	0.02725414165
1595	0.02723186707
1596	0.02719985275
1597	0.0271635501
1598	0.02712911397
1599	0.02710985586
1600	0.02707990504
1601	0.02704292706
1602	0.02701945377
1603	0.0270029176
1604	0.02697733391
1605	0.02692765787
1606	0.02691399748
1607	0.02687506479
1608	0.0268541615
1609	0.02683171434
1610	0.02679749207
1611	0.0267801305
1612	0.02675755952
1613	0.02672796325
1614	0.02671490878
1615	0.02670201001
1616	0.02668291322
1617	0.02666999193
1618	0.02663320717
1619	0.02660557873
1620	0.02655827197
1621	0.02651748026
1622	0.02648453174
1623	0.0264581264
1624	0.02642705754
1625	0.02639063857
1626	0.02636637552
1627	0.02635277891
1628	0.0263413471
1629	0.02631799199
1630	0.02630462799
1631	0.0262827361
1632	0.02622645685
1633	0.02618939633
1634	0.02615562428
1635	0.02613370424
1636	0.02610285111
1637	0.02604926755
1638	0.02601654789
1639	0.02599493738
1640	0.02595035257
1641	0.02593148464
1642	0.02589419151
1643	0.02588403532
1644	0.02580890878
1645	0.02580014452
1646	0.02576763683
1647	0.02575709421
1648	0.02574588375
1649	0.02572631048
1650	0.02567707154
1651	0.02562386504
1652	0.02559616344
1653	0.02555364776
1654	0.02553908318
1655	0.02551163295
1656	0.0254887562
1657	0.02544575091
1658	0.0254036348
1659	0.025379111
1660	0.0253472355
1661	0.02532337952
1662	0.02530712662
1663	0.02529751069
1664	0.02526599724
1665	0.02522664435
1666	0.02520304725
1667	0.02517826645
1668	0.02516448224
1669	0.0251380694
1670	0.02511307662
1671	0.02507228115
1672	0.02505632089
1673	0.02502732116
1674	0.02498203476
1675	0.0249697194
1676	0.02491028862
1677	0.02488960481
1678	0.02486197825
1679	0.02485013374
1680	0.02483374202
1681	0.02481473152
1682	0.02479799463
1683	0.02478496079
1684	0.02475761374
1685	0.02474606563
1686	0.02471023007
1687	0.02468885405
1688	0.02466014884
1689	0.02464087947
1690	0.02457696151
1691	0.02452926831
1692	0.02451603
1693	0.02449175194
1694	0.02447267579
1695	0.02444181141
1696	0.02442983933
1697	0.0244026236
1698	0.0243886049
1699	0.02437603629
1700	0.02434817337
1701	0.02433311729
1702	0.02429864928
1703	0.02428045105
1704	0.02424934468
1705	0.02423986194
1706	0.02421889112
1707	0.02420862237
1708	0.02418507404
1709	0.02417174944
1710	0.02415866495
1711	0.02414536098
1712	0.02410799843
1713	0.02407874171
1714	0.02406423152
1715	0.02405475629
1716	0.02402650505
1717	0.02400294547
1718	0.02399148739
1719	0.02396855061
1720	0.02395178371
1721	0.023927697
1722	0.02390054879
1723	0.02387729686
1724	0.02385608404
1725	0.02381765035
1726	0.02380511926
1727	0.02376853334
1728	0.02372333886
1729	0.02370294769
1730	0.02368147225
1731	0.02362210713
1732	0.02359305675
1733	0.02357558638
1734	0.02354522098
1735	0.0235352355
1736	0.02351810092
1737	0.02349351521
1738	0.02347244309
1739	0.02343020317
1740	0.02341845996
1741	0.02337652581
1742	0.02336087133
1743	0.02335167936
1744	0.02332356506
1745	0.02329016256
1746	0.02326794988
1747	0.02323364695
1748	0.02320630365
1749	0.02318561422
1750	0.02316935756
1751	0.02315175587
1752	0.02312396799
1753	0.02309287474
1754	0.02307529744
1755	0.02305005329
1756	0.02301425713
1757	0.02296644012
1758	0.02295530846
1759	0.0229448465
1760	0.02292116123
1761	0.02287431594
1762	0.02284538
1763	0.02283008006
1764	0.02279669257
1765	0.02277818669
1766	0.02275103661
1767	0.02272674918
1768	0.02271544868
1769	0.02270112984
1770	0.02268935849
1771	0.0226729724
1772	0.02266289312
1773	0.02265541573
1774	0.02262758095
1775	0.02261236355
1776	0.02259299288
1777	0.02257719582
1778	0.02255781577
1779	0.02254043169
1780	0.02253292429
1781	0.02251815148
1782	0.02250085932
1783	0.02247711214
1784	0.02244865455
1785	0.02239455699
1786	0.02238382865
1787	0.02236702798
1788	0.02235219327
1789	0.02232351432
1790	0.02226941676
1791	0.02226304241
1792	0.02224934262
1793	0.02220051262
1794	0.02218019462
1795	0.02214442284
1796	0.02212347828
1797	0.02209823413
1798	0.02208890897
1799	0.02207815061
1800	0.02205024642
1801	0.02202168753
1802	0.02200553217
1803	0.02197787372
1804	0.02194808423
1805	0.02192332406
1806	0.02189817371
1807	0.02187765873
1808	0.02185223074
1809	0.02182836163
1810	0.02181399589
1811	0.02180210073
1812	0.02177187979
1813	0.02174179766
1814	0.02173357741
1815	0.02170995592
1816	0.02170351029
1817	0.02169172018
1818	0.02167564361
1819	0.02165371607
1820	0.02162467882
1821	0.02160670946
1822	0.02157078949
1823	0.0215562718
1824	0.02151596032
1825	0.02149277217
1826	0.02147371102
1827	0.0214677006
1828	0.02144769962
1829	0.02143644603
1830	0.02139589255
1831	0.02137188088
1832	0.02136383509
1833	0.02133500982
1834	0.02128533378
1835	0.02126987814
1836	0.02122422969
1837	0.0212085602
1838	0.02118932834
1839	0.02117615193
1840	0.02116808364
1841	0.02114110239
1842	0.0211271381
1843	0.02110153189
1844	0.02109225738
1845	0.02106218838
1846	0.02103711682
1847	0.02102394228
1848	0.02100595041
1849	0.02098860948
1850	0.02096602161
1851	0.02093857702
1852	0.02091402508
1853	0.02089838935
1854	0.02087450711
1855	0.02083153183
1856	0.02082129498
1857	0.02080396718
1858	0.02078168509
1859	0.02077219485
1860	0.02076154905
1861	0.02074509167
1862	0.02073105797
1863	0.02071225195
1864	0.02069517927
1865	0.02068104802
1866	0.02065782423
1867	0.02063181845
1868	0.02062057799
1869	0.02061021357
1870	0.02058488125
1871	0.02055288757
1872	0.02053125079
1873	0.02051809127
1874	0.02050975847
1875	0.02048008528
1876	0.02046920874
1877	0.02045701344
1878	0.02043249339
1879	0.0204164731
1880	0.02040668271
1881	0.02039992005
1882	0.02038904351
1883	0.02038027174
1884	0.02033606962
1885	0.02031095115
1886	0.02029580316
1887	0.02027547765
1888	0.02025727192
1889	0.02024987895
1890	0.02023186269
1891	0.02022014199
1892	0.02020423238
1893	0.02018593473
1894	0.02016527718
1895	0.02015694438
1896	0.02013615739
1897	0.02012874566
1898	0.02011454313
1899	0.02009460969
1900	0.02008035838
1901	0.02005998973
1902	0.02004468603
1903	0.02002105516
1904	0.02000130368
1905	0.01999002758
1906	0.01997414235
1907	0.01994974799
1908	0.01990469045
1909	0.0198951308
1910	0.01985601427
1911	0.01984496327
1912	0.01980264644
1913	0.0197744346
1914	0.01976768131
1915	0.01975056924
1916	0.01972915007
1917	0.01971042847
1918	0.01969361467
1919	0.0196774293
1920	0.01963613109
1921	0.0196208424
1922	0.01961001463
1923	0.01957073491
1924	0.01955439383
1925	0.01954799135
1926	0.01952642773
1927	0.01950370856
1928	0.01948848741
1929	0.0194670326
1930	0.01945256744
1931	0.01942488272
1932	0.01939893698
1933	0.01939172034
1934	0.01937149801
1935	0.01935101867
1936	0.01934358819
1937	0.01932339024
1938	0.0193145228
1939	0.01928222147
1940	0.01924983196
1941	0.01923961574
1942	0.01922586531
1943	0.01920039792
1944	0.01918074399
1945	0.01917449345
1946	0.01914595707
1947	0.01913222164
1948	0.0191257066
1949	0.01910770159
1950	0.01909778177
1951	0.01907860807
1952	0.01905530923
1953	0.01902796406
1954	0.01901872519
1955	0.01900874721
1956	0.01896209327
1957	0.01894916073
1958	0.01892713002
1959	0.01891508666
1960	0.01889146142
1961	0.01887999397
1962	0.0188603194
1963	0.01883545231
1964	0.01882621719
1965	0.01881377051
1966	0.01879510331
1967	0.01878745522
1968	0.01877618473
1969	0.0187669046
1970	0.01873559374
1971	0.01872444332
1972	0.01870740441
1973	0.01868157497
1974	0.01867779313
1975	0.01866768572
1976	0.01865806604
1977	0.01864450132
1978	0.01863608035
1979	0.01862449096
1980	0.01861273087
1981	0.01859550436
1982	0.01857974857
1983	0.01857104059
1984	0.01856100633
1985	0.0185388762
1986	0.01853038957
1987	0.01850569506
1988	0.0184873824
1989	0.01847689793
1990	0.01846291488
1991	0.018452361
1992	0.01844201159
1993	0.01842591814
1994	0.01841698129
1995	0.01839754871
1996	0.01836282933
1997	0.01834518637
1998	0.01832412175
1999	0.01829388205
