iter	MultiClass
471	0.1613337881
472	0.1609356294
473	0.1605085968
474	0.1602288157
475	0.1599056635
476	0.1595173197
477	0.1589324102
478	0.158537178
479	0.1580970139
480	0.1576588308
481	0.1573463188
482	0.1569152492
483	0.1565648588
484	0.1563256574
485	0.1558241585
486	0.1554348692
487	0.1551429322
488	0.1547568244
489	0.1545038464
490	0.1540251286
491	0.153777103
492	0.1534779625
493	0.1529949976
494	0.1526132719
495	0.1522078498
496	0.1518970486
497	0.1515891439
498	0.151301499
499	0.1510062754
500	0.150744308
501	0.1504058484
502	0.1501023858
503	0.1498097135
504	0.1493463631
505	0.1490252069
506	0.1486706295
507	0.1483812137
508	0.148044525
509	0.1477108077
510	0.147487394
511	0.1470012626
512	0.1466815171
513	0.1463633173
514	0.145951307
515	0.1455568701
516	0.1450840502
517	0.1446894783
518	0.1442326861
519	0.1439598534
520	0.1436405131
521	0.1433160403
522	0.1430487303
523	0.14279113
524	0.1424123158
525	0.1421152163
526	0.1418140649
527	0.1415097919
528	0.1411144696
529	0.140747211
530	0.140455199
531	0.1400977551
532	0.1397649083
533	0.13935734
534	0.1390992145
535	0.1386325776
536	0.1384567521
537	0.1381753052
538	0.1378404173
539	0.1374995265
540	0.137087231
541	0.136733599
542	0.1365644968
543	0.1364217774
544	0.1361181347
545	0.1357497355
546	0.1353561541
547	0.1350246279
548	0.134848037
549	0.1345393819
550	0.134093455
551	0.1336868323
552	0.1334805119
553	0.1330679163
554	0.1327885704
555	0.1322910484
556	0.1321016263
557	0.1317694848
558	0.1315917533
559	0.1312407476
560	0.1310466132
561	0.130674042
562	0.130416937
563	0.1300044013
564	0.1297214988
565	0.1293400432
566	0.1290141597
567	0.1288165136
568	0.1285555667
569	0.1282756656
570	0.1280221323
571	0.1277374889
572	0.1274899285
573	0.1271740848
574	0.1268541593
575	0.1265907361
576	0.1263794784
577	0.1260411989
578	0.1257678334
579	0.1255466409
580	0.1252942481
581	0.1249851278
582	0.1248209404
583	0.1245054645
584	0.1242023546
585	0.1239244869
586	0.123716921
587	0.1233956597
588	0.1232083837
589	0.1229707131
590	0.1226740563
591	0.1224886861
592	0.1222171666
593	0.1220449203
594	0.1217833281
595	0.1214085058
596	0.1210014253
597	0.1206105677
598	0.1204335041
599	0.1202484716
600	0.1197809343
601	0.1195271008
602	0.119385642
603	0.119120313
604	0.1187531294
605	0.1184796439
606	0.1181578649
607	0.1179188437
608	0.1175184339
609	0.1172599032
610	0.1169103757
611	0.1167152808
612	0.1164876876
613	0.1162338167
614	0.1161023977
615	0.1158661528
616	0.1157695884
617	0.1155244592
618	0.1152498781
619	0.1150804082
620	0.1146938802
621	0.1142850289
622	0.1139934596
623	0.1138478363
624	0.1136459881
625	0.1134200907
626	0.1130925339
627	0.1128827319
628	0.1126861813
629	0.1123753351
630	0.1121656381
631	0.1119933919
632	0.1117730772
633	0.1113871945
634	0.1111850312
635	0.1109980928
636	0.1108039509
637	0.1106071377
638	0.1103666232
639	0.1101650902
640	0.1099943972
641	0.1098630758
642	0.1096744716
643	0.1094972054
644	0.10922405
645	0.10904403
646	0.1087322008
647	0.108480761
648	0.1081690219
649	0.1079066193
650	0.1076969448
651	0.1074758873
652	0.107246921
653	0.1070671936
654	0.1067748514
655	0.1065711798
656	0.1064371196
657	0.1061343324
658	0.1058891206
659	0.1056348294
660	0.105515784
661	0.1052251827
662	0.1051098666
663	0.1049441635
664	0.1047806515
665	0.1045443466
666	0.1043444194
667	0.1041425862
668	0.1038381481
669	0.1036339964
670	0.1035224246
671	0.1033327549
672	0.1030392496
673	0.1028629063
674	0.1025200121
675	0.1022508187
676	0.1019468683
677	0.101838298
678	0.1015715358
679	0.1014052699
680	0.1012576581
681	0.1010488841
682	0.100833852
683	0.1006672185
684	0.1003846761
685	0.1000743702
686	0.09987763949
687	0.09971345214
688	0.09958243842
689	0.09940307869
690	0.09913265468
691	0.09893580394
692	0.09879956018
693	0.09858794976
694	0.09824639865
695	0.09806303948
696	0.09799302293
697	0.09785147409
698	0.09762378335
699	0.09741455159
700	0.09721652278
701	0.09706945876
702	0.09691657941
703	0.09664428698
704	0.0964127994
705	0.09620959307
706	0.09593234073
707	0.09566482813
708	0.09544799518
709	0.09521029457
710	0.09497546037
711	0.09482527482
712	0.09461869936
713	0.09449920374
714	0.09433614194
715	0.09417523368
716	0.09404688376
717	0.09390624286
718	0.0937726779
719	0.09356349867
720	0.09347551088
721	0.09328923279
722	0.09297176839
723	0.09286679234
724	0.09268253272
725	0.09251303279
726	0.09237842482
727	0.09218062863
728	0.09190248335
729	0.09175365597
730	0.09148068071
731	0.09131305669
732	0.09116284114
733	0.09099972681
734	0.09072245946
735	0.09062650279
736	0.09047445635
737	0.09031066669
738	0.09014375551
739	0.09002252656
740	0.08989818358
741	0.08972442908
742	0.08962297224
743	0.08950132307
744	0.08928777672
745	0.08900600718
746	0.0889003483
747	0.08871058851
748	0.08864380603
749	0.08850964828
750	0.08843431915
751	0.08819638593
752	0.08796897283
753	0.08777735964
754	0.08762649877
755	0.08733331618
756	0.08723685677
757	0.08708593587
758	0.086951508
759	0.08672713387
760	0.08661017449
761	0.08644072708
762	0.08622909416
763	0.08604562243
764	0.08592046156
765	0.0857192587
766	0.08559432294
767	0.0854632642
768	0.08537976359
769	0.08516052947
770	0.08504342002
771	0.08490701868
772	0.0847405202
773	0.08458516465
774	0.08438790121
775	0.08424211281
776	0.08416802178
777	0.08403780345
778	0.0838789662
779	0.08364418451
780	0.08351158753
781	0.08326407215
782	0.08315015174
783	0.08304177654
784	0.08293670294
785	0.0828745277
786	0.08272294648
787	0.08250608351
788	0.08232747414
789	0.08224016168
790	0.08205128732
791	0.08199951965
792	0.08181123808
793	0.08172487107
794	0.0815779046
795	0.08148795835
796	0.08128559244
797	0.08121903507
798	0.08109111285
799	0.0809479057
800	0.08084194667
801	0.08063199456
802	0.08049086593
803	0.08028620389
804	0.08017154813
805	0.08009979073
806	0.07994769926
807	0.07976850461
808	0.07957260684
809	0.07943494489
810	0.07932890332
811	0.07911787069
812	0.07892399139
813	0.07884140623
814	0.07873251327
815	0.0786412839
816	0.07839950882
817	0.07823334801
818	0.07807847268
819	0.07799855882
820	0.07784716519
821	0.07770256236
822	0.07752527364
823	0.07741364935
824	0.077260755
825	0.07711080207
826	0.07703979503
827	0.07697085901
828	0.07676071931
829	0.07664347479
830	0.07644747196
831	0.07633883413
832	0.07625246712
833	0.07614476725
834	0.07600364611
835	0.07583749281
836	0.07562252826
837	0.07550220724
838	0.07543608509
839	0.07531319782
840	0.07520137093
841	0.07508301587
842	0.07488701305
843	0.07475717741
844	0.07468833142
845	0.07450449952
846	0.07440772495
847	0.07434852116
848	0.07426446528
849	0.07407806713
850	0.07397235572
851	0.07382093207
852	0.07368303751
853	0.07355522035
854	0.07343570972
855	0.07331816506
856	0.07322412932
857	0.07313383041
858	0.07300930735
859	0.07286604017
860	0.07279329229
861	0.07265049034
862	0.07250806357
863	0.07242433785
864	0.07230581021
865	0.07222548364
866	0.07206231679
867	0.07198018935
868	0.07192352929
869	0.07171900982
870	0.07155376446
871	0.07137814155
872	0.07127155221
873	0.07116890228
874	0.07099012784
875	0.07088966148
876	0.07083279132
877	0.07071867582
878	0.07055320535
879	0.07040003335
880	0.07031379391
881	0.07018223993
882	0.07004944034
883	0.06989559302
884	0.06978264809
885	0.06966030109
886	0.06951519552
887	0.06939259339
888	0.06930695424
889	0.06924243036
890	0.06911456068
891	0.06901352404
892	0.06890125444
893	0.06882287882
894	0.06873068148
895	0.06856202946
896	0.06844020021
897	0.06835754001
898	0.06830081242
899	0.06818347035
900	0.06810560498
901	0.06805028057
902	0.067840396
903	0.06774389156
904	0.06767629119
905	0.06754058769
906	0.0674028432
907	0.06734179351
908	0.06725228998
909	0.06712501308
910	0.06697379203
911	0.06690166696
912	0.06676570833
913	0.0665546682
914	0.06645196575
915	0.06638779454
916	0.0662682464
917	0.06614582436
918	0.06602502311
919	0.06593732046
920	0.06587964741
921	0.06572120785
922	0.06560627446
923	0.06554112027
924	0.06545295989
925	0.06535781362
926	0.06524599424
927	0.06516481976
928	0.06503965138
929	0.06491431043
930	0.06479876173
931	0.06471863026
932	0.06462715327
933	0.06450480627
934	0.06441062796
935	0.06423809656
936	0.06410424646
937	0.06398159931
938	0.06388175575
939	0.06377813786
940	0.06366913985
941	0.06359372067
942	0.06345393519
943	0.06338685256
944	0.0633242121
945	0.06317045482
946	0.06309715167
947	0.06304619439
948	0.06293520041
949	0.06280257716
950	0.06271093133
951	0.06256431753
952	0.06242737593
953	0.06229238153
954	0.06222645822
955	0.06210443012
956	0.06203265396
957	0.06198076247
958	0.06189993692
959	0.06184618452
960	0.06171562853
961	0.06162991809
962	0.06157314924
963	0.06151953191
964	0.06142021736
965	0.06137319949
966	0.06123921433
967	0.06110729642
968	0.06104465971
969	0.06088386401
970	0.06077062644
971	0.06068672813
972	0.0605328658
973	0.06042074252
974	0.06035409886
975	0.06026192779
976	0.06014108527
977	0.06008385868
978	0.059968839
979	0.05990305075
980	0.05979795464
981	0.05970304848
982	0.05961358997
983	0.05954697633
984	0.05949002738
985	0.05940676314
986	0.05934022452
987	0.05922112285
988	0.05916680018
989	0.05907809204
990	0.05894306762
991	0.05889906997
992	0.05881335954
993	0.0587710202
994	0.05861922137
995	0.05854460133
996	0.0583965956
997	0.0583394328
998	0.05825969902
999	0.05819838295
1000	0.058080767
1001	0.05803545997
1002	0.05798442765
1003	0.05788577342
1004	0.05780202519
1005	0.05772993388
1006	0.05759399026
1007	0.05753259165
1008	0.05742708659
1009	0.05735495401
1010	0.05727062049
1011	0.05720023626
1012	0.05710126313
1013	0.05701512123
1014	0.05693243852
1015	0.0568597169
1016	0.05677709797
1017	0.05661796058
1018	0.05649931663
1019	0.05641335857
1020	0.05630785351
1021	0.05623992297
1022	0.05616117217
1023	0.05603826615
1024	0.05600846166
1025	0.05585930036
1026	0.0557733273
1027	0.05568777069
1028	0.05564461345
1029	0.05557150164
1030	0.05549996936
1031	0.05543573061
1032	0.05531492186
1033	0.05527273634
1034	0.05523238547
1035	0.05511760965
1036	0.05507388213
1037	0.05501022492
1038	0.05492883284
1039	0.05482198087
1040	0.05472002129
1041	0.05460142236
1042	0.05455984463
1043	0.05441982654
1044	0.05430783832
1045	0.05423306071
1046	0.05416284531
1047	0.05410095521
1048	0.05404146252
1049	0.05397953866
1050	0.05388745387
1051	0.05378505908
1052	0.05371066414
1053	0.05361641456
1054	0.05353539766
1055	0.05348271078
1056	0.05342953617
1057	0.05333764648
1058	0.0532946018
1059	0.05325455857
1060	0.05316481117
1061	0.05307417459
1062	0.05300074013
1063	0.05292421041
1064	0.05286406866
1065	0.05276048453
1066	0.05263975082
1067	0.05260920346
1068	0.05247270082
1069	0.05233045789
1070	0.05218741208
1071	0.05207887929
1072	0.05201133519
1073	0.05192306977
1074	0.05187206746
1075	0.05180621919
1076	0.05177557053
1077	0.05168216135
1078	0.05162339277
1079	0.0515920988
1080	0.05152794635
1081	0.05144668183
1082	0.05138289706
1083	0.05133115564
1084	0.05124910699
1085	0.05118958804
1086	0.05114617568
1087	0.05104774281
1088	0.05093949892
1089	0.05086912594
1090	0.05075295069
1091	0.05066217904
1092	0.05056397503
1093	0.05045927286
1094	0.05042305275
1095	0.05036827986
1096	0.05029047452
1097	0.05025699699
1098	0.05018236569
1099	0.05012269292
1100	0.05004734503
1101	0.04995327177
1102	0.04987054779
1103	0.04983350603
1104	0.04978694213
1105	0.04974491044
1106	0.04965363605
1107	0.04961839516
1108	0.04958196869
1109	0.04946057841
1110	0.04941321912
1111	0.04934911545
1112	0.04928633992
1113	0.04920721394
1114	0.04913958355
1115	0.04901537564
1116	0.04898364646
1117	0.04892871224
1118	0.04890073488
1119	0.04881563975
1120	0.04875003534
1121	0.04867386955
1122	0.04863307596
1123	0.04857115209
1124	0.04850468477
1125	0.0484250823
1126	0.0483543379
1127	0.04821916341
1128	0.04816694926
1129	0.04807892395
1130	0.04804615552
1131	0.0480172402
1132	0.04795813396
1133	0.04785211865
1134	0.04780971553
1135	0.04772251937
1136	0.04763176648
1137	0.0475340352
1138	0.04745049332
1139	0.04737831572
1140	0.04729611324
1141	0.0472585012
1142	0.04721401206
1143	0.04713266125
1144	0.04707502572
1145	0.04702927222
1146	0.04695351162
1147	0.04686478847
1148	0.04681631114
1149	0.04676019886
1150	0.04670090877
1151	0.04665382337
1152	0.04659164438
1153	0.04654061956
1154	0.04646061941
1155	0.04642882645
1156	0.04637866455
1157	0.04627674248
1158	0.04618501412
1159	0.04610113833
1160	0.04607409142
1161	0.04597203429
1162	0.04593527016
1163	0.04585995228
1164	0.04581122733
1165	0.04573069817
1166	0.04562452903
1167	0.04558211466
1168	0.04552809964
1169	0.04549259612
1170	0.04539885303
1171	0.04534755808
1172	0.04529201232
1173	0.04526560698
1174	0.04514806606
1175	0.04507523564
1176	0.04498076094
1177	0.04491554298
1178	0.04488971917
1179	0.04485695448
1180	0.04476858775
1181	0.04469892387
1182	0.04467127668
1183	0.04460847489
1184	0.04451368879
1185	0.04441297856
1186	0.04436280916
1187	0.04432332871
1188	0.04425397248
1189	0.04420400943
1190	0.04413418422
1191	0.04406497806
1192	0.04400792031
1193	0.04393278252
1194	0.04390039677
1195	0.0438478187
1196	0.04377203184
1197	0.04369735552
1198	0.04366157062
1199	0.04361272561
1200	0.04359313358
1201	0.0435350741
1202	0.04347099668
1203	0.0433962941
1204	0.04335004536
1205	0.04331650405
1206	0.0432839082
1207	0.04321406048
1208	0.04316953007
1209	0.04312017106
1210	0.04306035572
1211	0.04293621535
1212	0.04287390129
1213	0.04283928321
1214	0.04281160224
1215	0.04274958833
1216	0.0427071627
1217	0.04261425627
1218	0.04257527856
1219	0.04253077817
1220	0.04248787605
1221	0.04245395581
1222	0.0423699562
1223	0.04231846241
1224	0.04226421103
1225	0.04217113201
1226	0.04210658187
1227	0.04201804631
1228	0.04193687558
1229	0.04189622831
1230	0.04182558521
1231	0.04175773346
1232	0.04173153446
1233	0.04161737019
1234	0.04155472973
1235	0.04152757027
1236	0.04146571394
1237	0.04135629197
1238	0.04132722658
1239	0.04127261127
1240	0.04122504564
1241	0.04113947027
1242	0.04104968911
1243	0.04097536171
1244	0.04094048475
1245	0.0408951477
1246	0.04085175409
1247	0.04082140183
1248	0.04077027572
1249	0.04069986522
1250	0.04063690585
1251	0.04061638712
1252	0.04057585616
1253	0.04047560366
1254	0.0404086561
1255	0.04034772271
1256	0.04028579134
1257	0.04024574061
1258	0.04017340543
1259	0.04009583646
1260	0.04003941277
1261	0.03998695851
1262	0.03995089972
1263	0.03990894307
1264	0.03985436902
1265	0.03981683952
1266	0.0397799966
1267	0.0397361828
1268	0.03969436121
1269	0.03967066468
1270	0.03963294759
1271	0.03958448902
1272	0.03950202016
1273	0.03947698424
1274	0.03941713888
1275	0.03937578627
1276	0.03932010919
1277	0.03922406623
1278	0.03918467958
1279	0.0391472101
1280	0.03906902958
1281	0.03903734917
1282	0.03894687017
1283	0.03888099188
1284	0.03882714194
1285	0.03878451371
1286	0.038730116
1287	0.03867017685
1288	0.03864873518
1289	0.03861932837
1290	0.03859197007
1291	0.03853670569
1292	0.03847181788
1293	0.03840428129
1294	0.03836157052
1295	0.03832983008
1296	0.03830017566
1297	0.03827110277
1298	0.03823275537
1299	0.03820646258
1300	0.03818989077
1301	0.03817479718
1302	0.0381490409
1303	0.03810245825
1304	0.03801977554
1305	0.03798859787
1306	0.03796920844
1307	0.0379176171
1308	0.03785724274
1309	0.03776995654
1310	0.03771002489
1311	0.03769111195
1312	0.03764265713
1313	0.03761370055
1314	0.03753601902
1315	0.03744661304
1316	0.03742453355
1317	0.03739315329
1318	0.03732470875
1319	0.03722900345
1320	0.03717250848
1321	0.03709599001
1322	0.03707194832
1323	0.03702580463
1324	0.03698927686
1325	0.03693857471
1326	0.03690322501
1327	0.0368790295
1328	0.03683678395
1329	0.03679345413
1330	0.03676279422
1331	0.03672394782
1332	0.03668982873
1333	0.03664777828
1334	0.03663482323
1335	0.03658276291
1336	0.0365303049
1337	0.03650505137
1338	0.03648036436
1339	0.03645259711
1340	0.03641152963
1341	0.03637711039
1342	0.03635625775
1343	0.03632470116
1344	0.03629879481
1345	0.03627460679
1346	0.03621521541
1347	0.03613259273
1348	0.03610632995
1349	0.03604189236
1350	0.03598381037
1351	0.03592060338
1352	0.035896708
1353	0.03586231878
1354	0.03581963052
1355	0.03579497728
1356	0.03574110858
1357	0.03569398191
1358	0.03564494556
1359	0.03560947956
1360	0.03557264415
1361	0.03551625047
1362	0.03546581845
1363	0.03542497983
1364	0.03540152718
1365	0.03534392917
1366	0.03532475359
1367	0.03529655863
1368	0.03525266978
1369	0.03521265282
1370	0.0351870166
1371	0.03508921029
1372	0.03499331365
1373	0.03495946844
1374	0.03491698278
1375	0.0349003697
1376	0.03484605453
1377	0.03481751815
1378	0.03475509904
1379	0.03471972684
1380	0.03469179076
1381	0.03466324312
1382	0.03462773585
1383	0.03459434086
1384	0.03456320072
1385	0.03445934271
1386	0.03442542996
1387	0.03436934018
1388	0.03431270264
1389	0.03422757374
1390	0.03420706626
1391	0.0341859585
1392	0.0341615904
1393	0.03414727343
1394	0.03410377478
1395	0.03406772725
1396	0.03404277761
1397	0.03401920115
1398	0.0339917453
1399	0.03395737483
1400	0.03390552086
1401	0.03384371705
1402	0.03381191284
1403	0.03377594409
1404	0.03375467875
1405	0.03369668304
1406	0.03365196505
1407	0.03361565114
1408	0.0335945021
1409	0.03357738628
1410	0.03353176034
1411	0.03348701608
1412	0.03344364873
1413	0.03340964595
1414	0.03337975516
1415	0.03336323212
1416	0.03333096643
1417	0.03328799678
1418	0.03325335244
1419	0.03322549139
1420	0.03319334575
1421	0.03314220088
1422	0.03311197618
1423	0.03308436275
1424	0.03304469471
1425	0.03302512144
1426	0.03295516867
1427	0.03289952536
1428	0.03288445052
1429	0.03283593193
1430	0.03279771959
1431	0.03278503843
1432	0.03273867338
1433	0.03268610656
1434	0.03260453439
1435	0.03253962032
1436	0.03251485077
1437	0.0324789233
1438	0.03241499221
1439	0.03237274666
1440	0.03232558247
1441	0.03228854821
1442	0.0322722878
1443	0.03225081236
1444	0.03222171321
1445	0.03219277914
1446	0.03212508496
1447	0.03209823691
1448	0.03204292376
1449	0.03200566438
1450	0.03196675796
1451	0.03193567785
1452	0.03188570354
1453	0.03186589766
1454	0.03182039553
1455	0.03180001187
1456	0.03176159694
1457	0.03173130845
1458	0.03170936778
1459	0.03167258114
1460	0.0316129759
1461	0.03157129313
1462	0.03151882011
1463	0.03149921308
1464	0.03148132063
1465	0.03145221585
1466	0.03141884524
1467	0.0313955314
1468	0.03135355224
1469	0.03133133018
1470	0.0313101924
1471	0.03127799987
1472	0.03122811373
1473	0.03119129708
1474	0.03116603604
1475	0.03115085991
1476	0.03112482975
1477	0.03110322487
1478	0.03105342502
1479	0.03103371106
1480	0.03099684375
1481	0.03095886403
1482	0.03094129424
1483	0.03087481753
1484	0.03085393675
1485	0.03079720729
1486	0.03074718046
1487	0.03069385953
1488	0.03067487342
1489	0.0306570954
1490	0.03058286179
1491	0.03056181969
1492	0.03051606806
1493	0.03049730331
1494	0.03047623494
1495	0.03043585405
1496	0.03040286613
1497	0.03032028097
1498	0.0302990175
1499	0.03023485755
1500	0.03021371601
1501	0.0301446937
1502	0.03010548713
1503	0.03005448857
1504	0.03002325651
1505	0.02997911067
1506	0.02994265231
